# DerivedGeneralCategory-3.2.0.txt
# Date: 2002-03-19,23:30:49 GMT [MD]
#
# Unicode Character Database: Derived Property Data
# Generated algorithmically from the Unicode Character Database
# For documentation, see DerivedProperties.html
# Note: Unassigned and Noncharacter codepoints are omitted,
#       except when listing Noncharacter or Cn.
# ================================================


# ================================================
# General Category (listing UnicodeData.txt, field 2: see UnicodeData.html)
# ================================================

0221          ; Cn #       
1D4C2..1D4C3  ; Ll #   [2] MATHEMATICAL SCRIPT SMALL M..MATHEMATICAL SCRIPT SMALL N
1D4C5..1D4CF  ; Ll #  [11] MATHEMATICAL SCRIPT SMALL P..MATHEMATICAL SCRIPT SMALL Z
1D4EA..1D503  ; Ll #  [26] MATHEMATICAL BOLD SCRIPT SMALL A..MATHEMATICAL BOLD SCRIPT SMALL Z
1D51E..1D537  ; Ll #  [26] MATHEMATICAL FRAKTUR SMALL A..MATHEMATICAL FRAKTUR SMALL Z
1D552..1D56B  ; Ll #  [26] MATHEMATICAL DOUBLE-STRUCK SMALL A..MATHEMATICAL DOUBLE-STRUCK SMALL Z
1D586..1D59F  ; Ll #  [26] MATHEMATICAL BOLD FRAKTUR SMALL A..MATHEMATICAL BOLD FRAKTUR SMALL Z
1D5BA..1D5D3  ; Ll #  [26] MATHEMATICAL SANS-SERIF SMALL A..MATHEMATICAL SANS-SERIF SMALL Z
1D5EE..1D607  ; Ll #  [26] MATHEMATICAL SANS-SERIF BOLD SMALL A..MATHEMATICAL SANS-SERIF BOLD SMALL Z
1D622..1D63B  ; Ll #  [26] MATHEMATICAL SANS-SERIF ITALIC SMALL A..MATHEMATICAL SANS-SERIF ITALIC SMALL Z
1D656..1D66F  ; Ll #  [26] MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL A..MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL Z
1D68A..1D6A3  ; Ll #  [26] MATHEMATICAL MONOSPACE SMALL A..MATHEMATICAL MONOSPACE SMALL Z
1D6C2..1D6DA  ; Ll #  [25] MATHEMATICAL BOLD SMALL ALPHA..MATHEMATICAL BOLD SMALL OMEGA
1D6DC..1D6E1  ; Ll #   [6] MATHEMATICAL BOLD EPSILON SYMBOL..MATHEMATICAL BOLD PI SYMBOL
1D6FC..1D714  ; Ll #  [25] MATHEMATICAL ITALIC SMALL ALPHA..MATHEMATICAL ITALIC SMALL OMEGA
1D716..1D71B  ; Ll #   [6] MATHEMATICAL ITALIC EPSILON SYMBOL..MATHEMATICAL ITALIC PI SYMBOL
1D736..1D74E  ; Ll #  [25] MATHEMATICAL BOLD ITALIC SMALL ALPHA..MATHEMATICAL BOLD ITALIC SMALL OMEGA
1D750..1D755  ; Ll #   [6] MATHEMATICAL BOLD ITALIC EPSILON SYMBOL..MATHEMATICAL BOLD ITALIC PI SYMBOL
1D770..1D788  ; Ll #  [25] MATHEMATICAL SANS-SERIF BOLD SMALL ALPHA..MATHEMATICAL SANS-SERIF BOLD SMALL OMEGA
1D78A..1D78F  ; Ll #   [6] MATHEMATICAL SANS-SERIF BOLD EPSILON SYMBOL..MATHEMATICAL SANS-SERIF BOLD PI SYMBOL
1D7AA..1D7C2  ; Ll #  [25] MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL ALPHA..MATHEMATICAL SANS-SERIF BOLD ITALIC SMALL OMEGA
1D7C4..1D7C9  ; Ll #   [6] MATHEMATICAL SANS-SERIF BOLD ITALIC EPSILON SYMBOL..MATHEMATICAL SANS-SERIF BOLD ITALIC PI SYMBOL

# Total code points: 1350

# ================================================

01C5          ; Lt #       LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON
01C8          ; Lt #       LATIN CAPITAL LETTER L WITH SMALL LETTER J
01CB          ; Lt #       LATIN CAPITAL LETTER N WITH SMALL LETTER J
01F2          ; Lt #       LATIN CAPITAL LETTER D WITH SMALL LETTER Z
1F88..1F8F    ; Lt #   [8] GREEK CAPITAL LETTER ALPHA WITH PSILI AND PROSGEGRAMMENI..GREEK CAPITAL LETTER ALPHA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI
1F98..1F9F    ; Lt #   [8] GREEK CAPITAL LETTER ETA WITH PSILI AND PROSGEGRAMMENI..GREEK CAPITAL LETTER ETA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI
1FA8..1FAF    ; Lt #   [8] GREEK CAPITAL LETTER OMEGA WITH PSILI AND PROSGEGRAMMENI..GREEK CAPITAL LETTER OMEGA WITH DASIA AND PERISPOMENI AND PROSGEGRAMMENI
1FBC          ; Lt #       GREEK CAPITAL LETTER ALPHA WITH PROSGEGRAMMENI
1FCC          ; Lt #       GREEK CAPITAL LETTER ETA WITH PROSGEGRAMMENI
1FFC          ; Lt #       GREEK CAPITAL LETTER OMEGA WITH PROSGEGRAMMENI

# Total code points: 31

# ================================================

02B0..02B8    ; Lm #   [9] MODIFIER LETTER SMALL H..MODIFIER LETTER SMALL Y
02BB..02C1    ; Lm #   [7] MODIFIER LETTER TURNED COMMA..MODIFIER LETTER REVERSED GLOTTAL STOP
02D0..02D1    ; Lm #   [2] MODIFIER LETTER TRIANGULAR COLON..MODIFIER LETTER HALF TRIANGULAR COLON
02E0..02E4    ; Lm #   [5] MODIFIER LETTER SMALL GAMMA..MODIFIER LETTER SMALL REVERSED GLOTTAL STOP
02EE          ; Lm #       MODIFIER LETTER DOUBLE APOSTROPHE
037A          ; Lm #       GREEK YPOGEGRAMMENI
0559          ; Lm #       ARMENIAN MODIFIER LETTER LEFT HALF RING
0640          ; Lm #       ARABIC TATWEEL
06E5..06E6    ; Lm #   [2] ARABIC SMALL WAW..ARABIC SMALL YEH
0E46          ; Lm #       THAI CHARACTER MAIYAMOK
0EC6          ; Lm #       LAO KO LA
17D7          ; Lm #       KHMER SIGN LEK TOO
1843          ; Lm #       MONGOLIAN LETTER TODO LONG VOWEL SIGN
3005          ; Lm #       IDEOGRAPHIC ITERATION MARK
3031..3035    ; Lm #   [5] VERTICAL KANA REPEAT MARK..VERTICAL KANA REPEAT MARK LOWER HALF
303B          ; Lm #       VERTICAL IDEOGRAPHIC ITERATION MARK
309D..309E    ; Lm #   [2] HIRAGANA ITERATION MARK..HIRAGANA VOICED ITERATION MARK
30FC..30FE    ; Lm #   [3] KATAKANA-HIRAGANA PROLONGED SOUND MARK..KATAKANA VOICED ITERATION MARK
FF70          ; Lm #       HALFWIDTH KATAKANA-HIRAGANA PROLONGED SOUND MARK
FF9E..FF9F    ; Lm #   [2] HALFWIDTH KATAKANA VOICED SOUND MARK..HALFWIDTH KATAKANA SEMI-VOICED SOUND MARK

# Total code points: 48

# ================================================

01BB          ; Lo #       LATIN LETTER TWO WITH STROKE
01C0..01C3    ; Lo #   [4] LATIN LETTER DENTAL CLICK..LATIN LETTER RETROFLEX CLICK
05D0..05EA    ; Lo #  [27] HEBREW LETTER ALEF..HEBREW LETTER TAV
05F0..05F2    ; Lo #   [3] HEBREW LIGATURE YIDDISH DOUBLE VAV..HEBREW LIGATURE YIDDISH DOUBLE YOD
0621..063A    ; Lo #  [26] ARABIC LETTER HAMZA..ARABIC LETTER GHAIN
0641..064A    ; Lo #  [10] ARABIC LETTER FEH..ARABIC LETTER YEH
066E..066F    ; Lo #   [2] ARABIC LETTER DOTLESS BEH..ARABIC LETTER DOTLESS QAF
0671..06D3    ; Lo #  [99] ARABIC LETTER ALEF WASLA..ARABIC LETTER YEH BARREE WITH HAMZA ABOVE
06D5          ; Lo #       ARABIC LETTER AE
06FA..06FC    ; Lo #   [3] ARABIC LETTER SHEEN WITH DOT BELOW..ARABIC LETTER GHAIN WITH DOT BELOW
0710          ; Lo #       SYRIAC LETTER ALAPH
0712..072C    ; Lo #  [27] SYRIAC LETTER BETH..SYRIAC LETTER TAW
0780..07A5    ; Lo #  [38] THAANA LETTER HAA..THAANA LETTER WAAVU
07B1          ; Lo #       THAANA LETTER NAA
0905..0939    ; Lo #  [53] DEVANAGARI LETTER A..DEVANAGARI LETTER HA
093D          ; Lo #       DEVANAGARI SIGN AVAGRAHA
0950          ; Lo #       DEVANAGARI OM
0958..0961    ; Lo #  [10] DEVANAGARI LETTER QA..DEVANAGARI LETTER VOCALIC LL
0985..098C    ; Lo #   [8] BENGALI LETTER A..BENGALI LETTER VOCALIC L
098F..0990    ; Lo #   [2] BENGALI LETTER E..BENGALI LETTER AI
0993..09A8    ; Lo #  [22] BENGALI LETTER O..BENGALI LETTER NA
09AA..09B0    ; Lo #   [7] BENGALI LETTER PA..BENGALI LETTER RA
09B2          ; Lo #       BENGALI LETTER LA
09B6..09B9    ; Lo #   [4] BENGALI LETTER SHA..BENGALI LETTER HA
09DC..09DD    ; Lo #   [2] BENGALI LETTER RRA..BENGALI LETTER RHA
09DF..09E1    ; Lo #   [3] BENGALI LETTER YYA..BENGALI LETTER VOCALIC LL
09F0..09F1    ; Lo #   [2] BENGALI LETTER RA WITH MIDDLE DIAGONAL..BENGALI LETTER RA WITH LOWER DIAGONAL
0A05..0A0A    ; Lo #   [6] GURMUKHI LETTER A..GURMUKHI LETTER UU
0A0F..0A10    ; Lo #   [2] GURMUKHI LETTER EE..GURMUKHI LETTER AI
0A13..0A28    ; Lo #  [22] GURMUKHI LETTER OO..GURMUKHI LETTER NA
0A2A..0A30    ; Lo #   [7] GURMUKHI LETTER PA..GURMUKHI LETTER RA
0A32..0A33    ; Lo #   [2] GURMUKHI LETTER LA..GURMUKHI LETTER LLA
0A35..0A36    ; Lo #   [2] GURMUKHI LETTER VA..GURMUKHI LETTER SHA
0A38..0A39    ; Lo #   [2] GURMUKHI LETTER SA..GURMUKHI LETTER HA
0A59..0A5C    ; Lo #   [4] GURMUKHI LETTER KHHA..GURMUKHI LETTER RRA
0A5E          ; Lo #       GURMUKHI LETTER FA
0A72..0A74    ; Lo #   [3] GURMUKHI IRI..GURMUKHI EK ONKAR
0A85..0A8B    ; Lo #   [7] GUJARATI LETTER A..GUJARATI LETTER VOCALIC R
0A8D          ; Lo #       GUJARATI VOWEL CANDRA E
0A8F..0A91    ; Lo #   [3] GUJARATI LETTER E..GUJARATI VOWEL CANDRA O
0A93..0AA8    ; Lo #  [22] GUJARATI LETTER O..GUJARATI LETTER NA
0AAA..0AB0    ; Lo #   [7] GUJARATI LETTER PA..GUJARATI LETTER RA
0AB2..0AB3    ; Lo #   [2] GUJARATI LETTER LA..GUJARATI LETTER LLA
0AB5..0AB9    ; Lo #   [5] GUJARATI LETTER VA..GUJARATI LETTER HA
0ABD          ; Lo #       GUJARATI SIGN AVAGRAHA
0AD0          ; Lo #       GUJARATI OM
0AE0          ; Lo #       GUJARATI LETTER VOCALIC RR
0B05..0B0C    ; Lo #   [8] ORIYA LETTER A..ORIYA LETTER VOCALIC L
0B0F..0B10    ; Lo #   [2] ORIYA LETTER E..ORIYA LETTER AI
0B13..0B28    ; Lo #  [22] ORIYA LETTER O..ORIYA LETTER NA
0B2A..0B30    ; Lo #   [7] ORIYA LETTER PA..ORIYA LETTER RA
0B32..0B33    ; Lo #   [2] ORIYA LETTER LA..ORIYA LETTER LLA
0B36..0B39    ; Lo #   [4] ORIYA LETTER SHA..ORIYA LETTER HA
0B3D          ; Lo #       ORIYA SIGN AVAGRAHA
0B5C..0B5D    ; Lo #   [2] ORIYA LETTER RRA..ORIYA LETTER RHA
0B5F..0B61    ; Lo #   [3] ORIYA LETTER YYA..ORIYA LETTER VOCALIC LL
0B83          ; Lo #       TAMIL SIGN VISARGA
0B85..0B8A    ; Lo #   [6] TAMIL LETTER A..TAMIL LETTER UU
0B8E..0B90    ; Lo #   [3] TAMIL LETTER E..TAMIL LETTER AI
0B92..0B95    ; Lo #   [4] TAMIL LETTER O..TAMIL LETTER KA
0B99..0B9A    ; Lo #   [2] TAMIL LETTER NGA..TAMIL LETTER CA
0B9C          ; Lo #       TAMIL LETTER JA
0B9E..0B9F    ; Lo #   [2] TAMIL LETTER NYA..TAMIL LETTER TTA
0BA3..0BA4    ; Lo #   [2] TAMIL LETTER NNA..TAMIL LETTER TA
0BA8..0BAA    ; Lo #   [3] TAMIL LETTER NA..TAMIL LETTER PA
0BAE..0BB5    ; Lo #   [8] TAMIL LETTER MA..TAMIL LETTER VA
0BB7..0BB9    ; Lo #   [3] TAMIL LETTER SSA..TAMIL LETTER HA
0C05..0C0C    ; Lo #   [8] TELUGU LETTER A..TELUGU LETTER VOCALIC L
0C0E..0C10    ; Lo #   [3] TELUGU LETTER E..TELUGU LETTER AI
0C12..0C28    ; Lo #  [23] TELUGU LETTER O..TELUGU LETTER NA
0C2A..0C33    ; Lo #  [10] TELUGU LETTER PA..TELUGU LETTER LLA
0C35..0C39    ; Lo #   [5] TELUGU LETTER VA..TELUGU LETTER HA
0C60..0C61    ; Lo #   [2] TELUGU LETTER VOCALIC RR..TELUGU LETTER VOCALIC LL
0C85..0C8C    ; Lo #   [8] KANNADA LETTER A..KANNADA LETTER VOCALIC L
0C8E..0C90    ; Lo #   [3] KANNADA LETTER E..KANNADA LETTER AI
0C92..0CA8    ; Lo #  [23] KANNADA LETTER O..KANNADA LETTER NA
0CAA..0CB3    ; Lo #  [10] KANNADA LETTER PA..KANNADA LETTER LLA
0CB5..0CB9    ; Lo #   [5] KANNADA LETTER VA..KANNADA LETTER HA
0CDE          ; Lo #       KANNADA LETTER FA
0CE0..0CE1    ; Lo #   [2] KANNADA LETTER VOCALIC RR..KANNADA LETTER VOCALIC LL
0D05..0D0C    ; Lo #   [8] MALAYALAM LETTER A..MALAYALAM LETTER VOCALIC L
0D0E..0D10    ; Lo #   [3] MALAYALAM LETTER E..MALAYALAM LETTER AI
0D12..0D28    ; Lo #  [23] MALAYALAM LETTER O..MALAYALAM LETTER NA
0D2A..0D39    ; Lo #  [16] MALAYALAM LETTER PA..MALAYALAM LETTER HA
0D60..0D61    ; Lo #   [2] MALAYALAM LETTER VOCALIC RR..MALAYALAM LETTER VOCALIC LL
0D85..0D96    ; Lo #  [18] SINHALA LETTER AYANNA..SINHALA LETTER AUYANNA
0D9A..0DB1    ; Lo #  [24] SINHALA LETTER ALPAPRAANA KAYANNA..SINHALA LETTER DANTAJA NAYANNA
0DB3..0DBB    ; Lo #   [9] SINHALA LETTER SANYAKA DAYANNA..SINHALA LETTER RAYANNA
0DBD          ; Lo #       SINHALA LETTER DANTAJA LAYANNA
0DC0..0DC6    ; Lo #   [7] SINHALA LETTER VAYANNA..SINHALA LETTER FAYANNA
0E01..0E30    ; Lo #  [48] THAI CHARACTER KO KAI..THAI CHARACTER SARA A
0E32..0E33    ; Lo #   [2] THAI CHARACTER SARA AA..THAI CHARACTER SARA AM
0E40..0E45    ; Lo #   [6] THAI CHARACTER SARA E..THAI CHARACTER LAKKHANGYAO
0E81..0E82    ; Lo #   [2] LAO LETTER KO..LAO LETTER KHO SUNG
0E84          ; Lo #       LAO LETTER KHO TAM
0E87..0E88    ; Lo #   [2] LAO LETTER NGO..LAO LETTER CO
0E8A          ; Lo #       LAO LETTER SO TAM
0E8D          ; Lo #       LAO LETTER NYO
0E94..0E97    ; Lo #   [4] LAO LETTER DO..LAO LETTER THO TAM
0E99..0E9F    ; Lo #   [7] LAO LETTER NO..LAO LETTER FO SUNG
0EA1..0EA3    ; Lo #   [3] LAO LETTER MO..LAO LETTER LO LING
0EA5          ; Lo #       LAO LETTER LO LOOT
0EA7          ; Lo #       LAO LETTER WO
0EAA..0EAB    ; Lo #   [2] LAO LETTER SO SUNG..LAO LETTER HO SUNG
0EAD..0EB0    ; Lo #   [4] LAO LETTER O..LAO VOWEL SIGN A
0EB2..0EB3    ; Lo #   [2] LAO VOWEL SIGN AA..LAO VOWEL SIGN AM
0EBD          ; Lo #       LAO SEMIVOWEL SIGN NYO
0EC0..0EC4    ; Lo #   [5] LAO VOWEL SIGN E..LAO VOWEL SIGN AI
0EDC..0EDD    ; Lo #   [2] LAO HO NO..LAO HO MO
0F00          ; Lo #       TIBETAN SYLLABLE OM
0F40..0F47    ; Lo #   [8] TIBETAN LETTER KA..TIBETAN LETTER JA
0F49..0F6A    ; Lo #  [34] TIBETAN LETTER NYA..TIBETAN LETTER FIXED-FORM RA
0F88..0F8B    ; Lo #   [4] TIBETAN SIGN LCE TSA CAN..TIBETAN SIGN GRU MED RGYINGS
1000..1021    ; Lo #  [34] MYANMAR LETTER KA..MYANMAR LETTER A
1023..1027    ; Lo #   [5] MYANMAR LETTER I..MYANMAR LETTER E
1029..102A    ; Lo #   [2] MYANMAR LETTER O..MYANMAR LETTER AU
1050..1055    ; Lo #   [6] MYANMAR LETTER SHA..MYANMAR LETTER VOCALIC LL
10D0..10F8    ; Lo #  [41] GEORGIAN LETTER AN..GEORGIAN LETTER ELIFI
1100..1159    ; Lo #  [90] HANGUL CHOSEONG KIYEOK..HANGUL CHOSEONG YEORINHIEUH
115F..11A2    ; Lo #  [68] HANGUL CHOSEONG FILLER..HANGUL JUNGSEONG SSANGARAEA
11A8..11F9    ; Lo #  [82] HANGUL JONGSEONG KIYEOK..HANGUL JONGSEONG YEORINHIEUH
1200..1206    ; Lo #   [7] ETHIOPIC SYLLABLE HA..ETHIOPIC SYLLABLE HO
1208..1246    ; Lo #  [63] ETHIOPIC SYLLABLE LA..ETHIOPIC SYLLABLE QO
1248          ; Lo #       ETHIOPIC SYLLABLE QWA
124A..124D    ; Lo #   [4] ETHIOPIC SYLLABLE QWI..ETHIOPIC SYLLABLE QWE
1250..1256    ; Lo #   [7] ETHIOPIC SYLLABLE QHA..ETHIOPIC SYLLABLE QHO
1258          ; Lo #       ETHIOPIC SYLLABLE QHWA
125A..125D    ; Lo #   [4] ETHIOPIC SYLLABLE QHWI..ETHIOPIC SYLLABLE QHWE
1260..1286    ; Lo #  [39] ETHIOPIC SYLLABLE BA..ETHIOPIC SYLLABLE XO
1288          ; Lo #       ETHIOPIC SYLLABLE XWA
128A..128D    ; Lo #   [4] ETHIOPIC SYLLABLE XWI..ETHIOPIC SYLLABLE XWE
1290..12AE    ; Lo #  [31] ETHIOPIC SYLLABLE NA..ETHIOPIC SYLLABLE KO
12B0          ; Lo #       ETHIOPIC SYLLABLE KWA
12B2..12B5    ; Lo #   [4] ETHIOPIC SYLLABLE KWI..ETHIOPIC SYLLABLE KWE
12B8..12BE    ; Lo #   [7] ETHIOPIC SYLLABLE KXA..ETHIOPIC SYLLABLE KXO
12C0          ; Lo #       ETHIOPIC SYLLABLE KXWA
12C2..12C5    ; Lo #   [4] ETHIOPIC SYLLABLE KXWI..ETHIOPIC SYLLABLE KXWE
12C8..12CE    ; Lo #   [7] ETHIOPIC SYLLABLE WA..ETHIOPIC SYLLABLE WO
12D0..12D6    ; Lo #   [7] ETHIOPIC SYLLABLE PHARYNGEAL A..ETHIOPIC SYLLABLE PHARYNGEAL O
12D8..12EE    ; Lo #  [23] ETHIOPIC SYLLABLE ZA..ETHIOPIC SYLLABLE YO
12F0..130E    ; Lo #  [31] ETHIOPIC SYLLABLE DA..ETHIOPIC SYLLABLE GO
1310          ; Lo #       ETHIOPIC SYLLABLE GWA
1312..1315    ; Lo #   [4] ETHIOPIC SYLLABLE GWI..ETHIOPIC SYLLABLE GWE
1318..131E    ; Lo #   [7] ETHIOPIC SYLLABLE GGA..ETHIOPIC SYLLABLE GGO
1320..1346    ; Lo #  [39] ETHIOPIC SYLLABLE THA..ETHIOPIC SYLLABLE TZO
1348..135A    ; Lo #  [19] ETHIOPIC SYLLABLE FA..ETHIOPIC SYLLABLE FYA
13A0..13F4    ; Lo #  [85] CHEROKEE LETTER A..CHEROKEE LETTER YV
1401..166C    ; Lo # [620] CANADIAN SYLLABICS E..CANADIAN SYLLABICS CARRIER TTSA
166F..1676    ; Lo #   [8] CANADIAN SYLLABICS QAI..CANADIAN SYLLABICS NNGAA
1681..169A    ; Lo #  [26] OGHAM LETTER BEITH..OGHAM LETTER PEITH
16A0..16EA    ; Lo #  [75] RUNIC LETTER FEHU FEOH FE F..RUNIC LETTER X
1700..170C    ; Lo #  [13] TAGALOG LETTER A..TAGALOG LETTER YA
170E..1711    ; Lo #   [4] TAGALOG LETTER LA..TAGALOG LETTER HA
1720..1731    ; Lo #  [18] HANUNOO LETTER A..HANUNOO LETTER HA
1740..1751    ; Lo #  [18] BUHID LETTER A..BUHID LETTER HA
1760..176C    ; Lo #  [13] TAGBANWA LETTER A..TAGBANWA LETTER YA
176E..1770    ; Lo #   [3] TAGBANWA LETTER LA..TAGBANWA LETTER SA
1780..17B3    ; Lo #  [52] KHMER LETTER KA..KHMER INDEPENDENT VOWEL QAU
17DC          ; Lo #       KHMER SIGN AVAKRAHASANYA
1820..1842    ; Lo #  [35] MONGOLIAN LETTER A..MONGOLIAN LETTER CHI
1844..1877    ; Lo #  [52] MONGOLIAN LETTER TODO E..MONGOLIAN LETTER MANCHU ZHA
1880..18A8    ; Lo #  [41] MONGOLIAN LETTER ALI GALI ANUSVARA ONE..MONGOLIAN LETTER MANCHU ALI GALI BHA
2135..2138    ; Lo #   [4] ALEF SYMBOL..DALET SYMBOL
3006          ; Lo #       IDEOGRAPHIC CLOSING MARK
303C          ; Lo #       MASU MARK
3041..3096    ; Lo #  [86] HIRAGANA LETTER SMALL A..HIRAGANA LETTER SMALL KE
309F          ; Lo #       HIRAGANA DIGRAPH YORI
30A1..30FA    ; Lo #  [90] KATAKANA LETTER SMALL A..KATAKANA LETTER VO
30FF          ; Lo #       KATAKANA DIGRAPH KOTO
3105..312C    ; Lo #  [40] BOPOMOFO LETTER B..BOPOMOFO LETTER GN
3131..318E    ; Lo #  [94] HANGUL LETTER KIYEOK..HANGUL LETTER ARAEAE
31A0..31B7    ; Lo #  [24] BOPOMOFO LETTER BU..BOPOMOFO FINAL LETTER H
31F0..31FF    ; Lo #  [16] KATAKANA LETTER SMALL KU..KATAKANA LETTER SMALL RO
3400..4DB5    ; Lo # [6582] CJK UNIFIED IDEOGRAPH-3400..CJK UNIFIED IDEOGRAPH-4DB5
4E00..9FA5    ; Lo # [20902] CJK UNIFIED IDEOGRAPH-4E00..CJK UNIFIED IDEOGRAPH-9FA5
A000..A48C    ; Lo # [1165] YI SYLLABLE IT..YI SYLLABLE YYR
AC00..D7A3    ; Lo # [11172] HANGUL SYLLABLE GA..HANGUL SYLLABLE HIH
F900..FA2D    ; Lo # [302] CJK COMPATIBILITY IDEOGRAPH-F900..CJK COMPATIBILITY IDEOGRAPH-FA2D
FA30..FA6A    ; Lo #  [59] CJK COMPATIBILITY IDEOGRAPH-FA30..CJK COMPATIBILITY IDEOGRAPH-FA6A
FB1D          ; Lo #       HEBREW LETTER YOD WITH HIRIQ
FB1F..FB28    ; Lo #  [10] HEBREW LIGATURE YIDDISH YOD YOD PATAH..HEBREW LETTER WIDE TAV
FB2A..FB36    ; Lo #  [13] HEBREW LETTER SHIN WITH SHIN DOT..HEBREW LETTER ZAYIN WITH DAGESH
FB38..FB3C    ; Lo #   [5] HEBREW LETTER TET WITH DAGESH..HEBREW LETTER LAMED WITH DAGESH
FB3E          ; Lo #       HEBREW LETTER MEM WITH DAGESH
FB40..FB41    ; Lo #   [2] HEBREW LETTER NUN WITH DAGESH..HEBREW LETTER SAMEKH WITH DAGESH
FB43..FB44    ; Lo #   [2] HEBREW LETTER FINAL PE WITH DAGESH..HEBREW LETTER PE WITH DAGESH
FB46..FBB1    ; Lo # [108] HEBREW LETTER TSADI WITH DAGESH..ARABIC LETTER YEH BARREE WITH HAMZA ABOVE FINAL FORM
FBD3..FD3D    ; Lo # [363] ARABIC LETTER NG ISOLATED FORM..ARABIC LIGATURE ALEF WITH FATHATAN ISOLATED FORM
FD50..FD8F    ; Lo #  [64] ARABIC LIGATURE TEH WITH JEEM WITH MEEM INITIAL FORM..ARABIC LIGATURE MEEM WITH KHAH WITH MEEM INITIAL FORM
FD92..FDC7    ; Lo #  [54] ARABIC LIGATURE MEEM WITH JEEM WITH KHAH INITIAL FORM..ARABIC LIGATURE NOON WITH JEEM WITH YEH FINAL FORM
FDF0..FDFB    ; Lo #  [12] ARABIC LIGATURE SALLA USED AS KORANIC STOP SIGN ISOLATED FORM..ARABIC LIGATURE JALLAJALALOUHOU
FE70..FE74    ; Lo #   [5] ARABIC FATHATAN ISOLATED FORM..ARABIC KASRATAN ISOLATED FORM
FE76..FEFC    ; Lo # [135] ARABIC FATHA ISOLATED FORM..ARABIC LIGATURE LAM WITH ALEF FINAL FORM
FF66..FF6F    ; Lo #  [10] HALFWIDTH KATAKANA LETTER WO..HALFWIDTH KATAKANA LETTER SMALL TU
FF71..FF9D    ; Lo #  [45] HALFWIDTH KATAKANA LETTER A..HALFWIDTH KATAKANA LETTER N
FFA0..FFBE    ; Lo #  [31] HALFWIDTH HANGUL FILLER..HALFWIDTH HANGUL LETTER HIEUH
FFC2..FFC7    ; Lo #   [6] HALFWIDTH HANGUL LETTER A..HALFWIDTH HANGUL LETTER E
FFCA..FFCF    ; Lo #   [6] HALFWIDTH HANGUL LETTER YEO..HALFWIDTH HANGUL LETTER OE
FFD2..FFD7    ; Lo #   [6] HALFWIDTH HANGUL LETTER YO..HALFWIDTH HANGUL LETTER YU
FFDA..FFDC    ; Lo #   [3] HALFWIDTH HANGUL LETTER EU..HALFWIDTH HANGUL LETTER I
10300..1031E  ; Lo #  [31] OLD ITALIC LETTER A..OLD ITALIC LETTER UU
10330..10349  ; Lo #  [26] GOTHIC LETTER AHSA..GOTHIC LETTER OTHAL
20000..2A6D6  ; Lo # [42711] CJK UNIFIED IDEOGRAPH-20000..CJK UNIFIED IDEOGRAPH-2A6D6
2F800..2FA1D  ; Lo # [542] CJK COMPATIBILITY IDEOGRAPH-2F800..CJK COMPATIBILITY IDEOGRAPH-2FA1D

# Total code points: 87343

# ================================================

0300..034F    ; Mn #  [80] COMBINING GRAVE ACCENT..COMBINING GRAPHEME JOINER
0360..036F    ; Mn #  [16] COMBINING DOUBLE TILDE..COMBINING LATIN SMALL LETTER X
0483..0486    ; Mn #   [4] COMBINING CYRILLIC TITLO..COMBINING CYRILLIC PSILI PNEUMATA
0591..05A1    ; Mn #  [17] HEBREW ACCENT ETNAHTA..HEBREW ACCENT PAZER
05A3..05B9    ; Mn #  [23] HEBREW ACCENT MUNAH..HEBREW POINT HOLAM
05BB..05BD    ; Mn #   [3] HEBREW POINT QUBUTS..HEBREW POINT METEG
05BF          ; Mn #       HEBREW POINT RAFE
05C1..05C2    ; Mn #   [2] HEBREW POINT SHIN DOT..HEBREW POINT SIN DOT
05C4          ; Mn #       HEBREW MARK UPPER DOT
064B..0655    ; Mn #  [11] ARABIC FATHATAN..ARABIC HAMZA BELOW
0670          ; Mn #       ARABIC LETTER SUPERSCRIPT ALEF
06D6..06DC    ; Mn #   [7] ARABIC SMALL HIGH LIGATURE SAD WITH LAM WITH ALEF MAKSURA..ARABIC SMALL HIGH SEEN
06DF..06E4    ; Mn #   [6] ARABIC SMALL HIGH ROUNDED ZERO..ARABIC SMALL HIGH MADDA
06E7..06E8    ; Mn #   [2] ARABIC SMALL HIGH YEH..ARABIC SMALL HIGH NOON
06EA..06ED    ; Mn #   [4] ARABIC EMPTY CENTRE LOW STOP..ARABIC SMALL LOW MEEM
0711          ; Mn #       SYRIAC LETTER SUPERSCRIPT ALAPH
0730..074A    ; Mn #  [27] SYRIAC PTHAHA ABOVE..SYRIAC BARREKH
07A6..07B0    ; Mn #  [11] THAANA ABAFILI..THAANA SUKUN
0901..0902    ; Mn #   [2] DEVANAGARI SIGN CANDRABINDU..DEVANAGARI SIGN ANUSVARA
093C          ; Mn #       DEVANAGARI SIGN NUKTA
0941..0948    ; Mn #   [8] DEVANAGARI VOWEL SIGN U..DEVANAGARI VOWEL SIGN AI
094D          ; Mn #       DEVANAGARI SIGN VIRAMA
